Error: URL for ticker 'MSFT' does not exist. Status code: 301
         464555 function calls (440614 primitive calls) in 1.152 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       29    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1567(__init__)
       29    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1456(_path_hooks)
       29    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
       29    0.000    0.000    0.000    0.000 contextlib.py:141(__exit__)
       29    0.000    0.000    0.000    0.000 typing.py:1070(<genexpr>)
       29    0.000    0.000    0.000    0.000 inspect.py:2765(name)
       29    0.000    0.000    0.001    0.000 typing.py:1548(__getitem__)
       28    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
       28    0.000    0.000    0.000    0.000 typing_extensions.py:531(__setattr__)
       28    0.000    0.000    0.000    0.000 typing_extensions.py:522(_is_dunder)
       27    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
       27    0.000    0.000    0.000    0.000 typing.py:1599(<genexpr>)
       27    0.000    0.000    0.000    0.000 inspect.py:3045(<genexpr>)
       26    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
       26    0.000    0.000    0.000    0.000 <frozen abc>:146(update_abstractmethods)
       26    0.001    0.000    0.010    0.000 dataclasses.py:921(_process_class)
       26    0.000    0.000    0.010    0.000 dataclasses.py:1257(wrap)
       26    0.000    0.000    0.000    0.000 dataclasses.py:433(<genexpr>)
       26    0.000    0.000    0.000    0.000 dataclasses.py:372(__init__)
       26    0.000    0.000    0.000    0.000 dataclasses.py:428(_fields_in_init_order)
       26    0.000    0.000    0.001    0.000 dataclasses.py:1240(dataclass)
       25    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
       25    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
       25    0.000    0.000    0.000    0.000 ipaddress.py:415(_check_int_address)
       25    0.000    0.000    0.000    0.000 dataclasses.py:250(_recursive_repr)
       25    0.000    0.000    0.002    0.000 dataclasses.py:627(_repr_fn)
       24    0.000    0.000    0.000    0.000 util.py:16(lower)
       23    0.000    0.000    0.000    0.000 enum.py:1394(_iter_member_by_value_)
       23    0.000    0.000    0.000    0.000 enum.py:1404(_iter_member_by_def_)
       23    0.000    0.000    0.000    0.000 enum.py:117(_iter_bits_lsb)
       22    0.000    0.000    0.000    0.000 ipaddress.py:1187(_ip_int_from_string)
       22    0.000    0.000    0.000    0.000 inspect.py:371(isfunction)
       21    0.000    0.000    0.000    0.000 {method 'endswith' of 'bytearray' objects}
       21    0.000    0.000    0.000    0.000 ipaddress.py:1502(__init__)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1161(_make_netmask)
       21    0.000    0.000    0.001    0.000 typing.py:1519(__getitem__)
       20    0.000    0.000    0.002    0.000 dataclasses.py:568(_init_fn)
       20    0.000    0.000    0.000    0.000 inspect.py:2712(__init__)
       20    0.000    0.000    0.000    0.000 __init__.py:234(_acquireLock)
       20    0.000    0.000    0.000    0.000 __init__.py:243(_releaseLock)
       19    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:662(spec_from_loader)
       19    0.002    0.000    0.004    0.000 enum.py:1708(convert_class)
     19/7    0.000    0.000    0.001    0.000 inspect.py:2470(_signature_from_callable)
       19    0.000    0.000    0.000    0.000 _readers.py:64(_decode_header_lines)
       19    0.000    0.000    0.000    0.000 _readers.py:43(_obsolete_line_fold)
       19    0.000    0.000    0.000    0.000 enum.py:1692(_simple_enum)
       18    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
       18    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1014(is_package)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:997(exec_module)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:989(create_module)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:501(_requires_builtin_wrapper)
       18    0.000    0.000    0.000    0.000 _deprecation.py:51(_deprecated_function_alias)
       18    0.000    0.000    0.000    0.000 enum.py:828(__members__)
       18    0.000    0.000    0.000    0.000 inspect.py:295(isclass)
       18    0.000    0.000    0.000    0.000 inspect.py:2001(_signature_get_user_defined_method)
       17    0.000    0.000    0.000    0.000 _models.py:284(__getitem__)
       17    0.000    0.000    0.000    0.000 typing.py:1515(copy_with)
       17    0.000    0.000    0.000    0.000 typing.py:1603(__eq__)
       17    0.000    0.000    0.001    0.000 typing.py:1533(__getitem_inner__)
       16    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       16    0.000    0.000    0.000    0.000 {method 'removeprefix' of 'str' objects}
       16    0.000    0.000    0.000    0.000 {method 'start' of 're.Match' objects}
    16/10    0.000    0.000    0.000    0.000 typing.py:237(_type_repr)
       16    0.000    0.000    0.000    0.000 _typedattr.py:13(typed_attribute)
       16    0.000    0.000    0.000    0.000 cookiejar.py:44(_debug)
       16    0.000    0.000    0.011    0.001 css_parser.py:1149(process_selectors)
       16    0.000    0.000    0.025    0.002 css_parser.py:306(__init__)
       16    0.000    0.000    0.000    0.000 css_parser.py:459(__init__)
       16    0.000    0.000    0.000    0.000 inspect.py:1813(_shadowed_dict)
       16    0.000    0.000    0.000    0.000 typing.py:1971(<genexpr>)
       16    0.000    0.000    0.000    0.000 enum.py:1411(<lambda>)
       16    0.000    0.000    0.001    0.000 dataclasses.py:661(_cmp_fn)
       16    0.000    0.000    0.000    0.000 inspect.py:1458(repl)
       15    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
       15    0.000    0.000    0.000    0.000 enum.py:1035(_find_new_)
       15    0.000    0.000    0.000    0.000 enum.py:986(_find_data_repr_)
       15    0.000    0.000    0.000    0.000 inspect.py:1456(formatannotation)
       15    0.000    0.000    0.000    0.000 _util.py:127(bytesify)
       15    0.000    0.000    0.000    0.000 _util.py:108(__new__)
       15    0.000    0.000    0.000    0.000 ssl.py:938(_sslcopydoc)
       15    0.000    0.000    0.000    0.000 contextlib.py:272(contextmanager)
       15    0.000    0.000    0.000    0.000 typing.py:774(<genexpr>)
       15    0.000    0.000    0.000    0.000 typing.py:966(_is_typevar_like)
       15    0.000    0.000    0.000    0.000 enum.py:383(__init__)
       15    0.000    0.000    0.000    0.000 enum.py:957(_check_for_existing_members_)
       15    0.000    0.000    0.000    0.000 enum.py:513(__prepare__)
       14    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       14    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
       14    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
       14    0.000    0.000    0.000    0.000 _connection.py:217(our_state)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
       14    0.000    0.000    0.000    0.000 _deprecation.py:67(deprecate)
       14    0.000    0.000    0.000    0.000 _deprecation.py:66(_deprecated)
       14    0.000    0.000    0.000    0.000 typing_extensions.py:760(__hash__)
       14    0.000    0.000    0.000    0.000 typing.py:2154(cast)
       14    0.000    0.000    0.000    0.000 dataclasses.py:349(__set_name__)
       14    0.000    0.000    0.000    0.000 _compiler.py:391(_bytes_to_codes)
       13    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
       13    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
       13    0.000    0.000    0.000    0.000 {method 'capitalize' of 'str' objects}
       13    0.001    0.000    0.001    0.000 {built-in method builtins.eval}
       13    0.000    0.000    0.000    0.000 {built-in method builtins.id}
       13    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
       13    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
       13    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
       13    0.001    0.000    0.004    0.000 enum.py:919(_convert_)
       13    0.001    0.000    0.001    0.000 __init__.py:355(namedtuple)
       13    0.000    0.000    0.000    0.000 inspect.py:747(unwrap)
       13    0.000    0.000    0.000    0.000 inspect.py:2998(__init__)
       13    0.000    0.000    0.000    0.000 parse.py:108(_noop)
       13    0.000    0.000    0.000    0.000 ssl.py:1083(_checkClosed)
       13    0.000    0.000    0.000    0.000 request.py:333(full_url)
       13    0.000    0.000    0.000    0.000 parse.py:119(_coerce_args)
       13    0.000    0.000    0.000    0.000 inspect.py:3058(parameters)
       13    0.000    0.000    0.002    0.000 dataclasses.py:638(_frozen_get_del_attr)
       12    0.000    0.000    0.000    0.000 {built-in method sys._getframemodulename}
       12    0.000    0.000    0.000    0.000 inspect.py:1816(getattr_static)
       12    0.000    0.000    0.000    0.000 _connection.py:410(_extract_next_receive_event)
       12    0.000    0.000    0.001    0.000 _connection.py:438(next_event)
       12    0.000    0.000    0.000    0.000 _receivebuffer.py:60(__len__)
       12    0.000    0.000    0.000    0.000 request.py:397(add_header)
       12    0.000    0.000    0.000    0.000 __init__.py:208(_checkLevel)
       12    0.000    0.000    0.000    0.000 inspect.py:1795(_check_class)
       12    0.000    0.000    0.000    0.000 inspect.py:3062(return_annotation)
       11    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
       11    0.000    0.000    0.000    0.000 __init__.py:1377(getLogger)
       11    0.000    0.000    0.000    0.000 request.py:383(get_full_url)
       11    0.000    0.000    0.000    0.000 __init__.py:811(__init__)
       11    0.000    0.000    0.000    0.000 __init__.py:2149(getLogger)
     10/8    0.003    0.000    0.003    0.000 {built-in method _imp.create_dynamic}
       10    0.001    0.000    0.002    0.000 {built-in method _imp.exec_dynamic}
       10    0.000    0.000    0.000    0.000 {method 'finditer' of 're.Pattern' objects}
       10    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1295(exec_module)
     10/8    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1287(create_module)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1276(__init__)
       10    0.000    0.000    0.000    0.000 _models.py:144(__init__)
       10    0.000    0.000    0.000    0.000 _urlparse.py:497(quote)
       10    0.000    0.000    0.000    0.000 _connection.py:342(_respond_to_state_changes)
       10    0.000    0.000    0.000    0.000 _state.py:299(_fire_event_triggered_transitions)
       10    0.000    0.000    0.000    0.000 socket.py:100(_intenum_converter)
       10    0.000    0.000    0.000    0.000 typing.py:1194(__instancecheck__)
       10    0.000    0.000    0.000    0.000 typing.py:1465(__subclasscheck__)
       10    0.000    0.000    0.000    0.000 __future__.py:83(__init__)
       10    0.000    0.000    0.000    0.000 typing.py:1841(__init__)
       10    0.000    0.000    0.000    0.000 __init__.py:219(finditer)
       10    0.000    0.000    0.000    0.000 typing.py:1822(__new__)
       10    0.000    0.000    0.000    0.000 typing.py:1966(__init_subclass__)
        9    0.000    0.000    0.000    0.000 inspect.py:2799(__str__)
        9    0.000    0.000    0.000    0.000 __init__.py:1790(isEnabledFor)
        9    0.000    0.000    0.000    0.000 cookiejar.py:1667(set_cookie)
        9    0.000    0.000    0.000    0.000 _decoders.py:237(decode)
        9    0.000    0.000    0.000    0.000 _connection.py:272(_process_event)
        9    0.000    0.000    0.000    0.000 _state.py:316(_fire_state_triggered_transitions)
        9    0.000    0.000    0.000    0.000 _readers.py:127(__call__)
        9    0.000    0.000    0.000    0.000 _state.py:275(process_event)
        9    0.000    0.000    0.000    0.000 _connection.py:320(_get_io_object)
        9    0.000    0.000    0.000    0.000 _models.py:195(raw)
        9    0.000    0.000    0.000    0.000 parse.py:374(urlparse)
        9    0.000    0.000    0.000    0.000 __init__.py:183(__new__)
        9    0.000    0.000    0.000    0.000 css_types.py:394(pickle_register)
        9    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        8    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        8    0.000    0.000    0.000    0.000 _trace.py:12(__init__)
        8    0.000    0.000    0.000    0.000 _trace.py:49(__enter__)
        8    0.000    0.000    0.000    0.000 _receivebuffer.py:77(maybe_extract_at_most)
        8    0.000    0.000    0.000    0.000 _headers.py:209(get_comma_header)
        8    0.000    0.000    0.000    0.000 _trace.py:55(__exit__)
        8    0.000    0.000    0.000    0.000 _exceptions.py:366(request_context)
        8    0.000    0.000    0.000    0.000 formatter.py:66(_default)
        8    0.000    0.000    0.000    0.000 __init__.py:1497(__init__)
        8    0.000    0.000    0.000    0.000 formatter.py:79(__init__)
        8    0.000    0.000    0.000    0.000 typing.py:1598(_value_and_type_iter)
        8    0.000    0.000    0.000    0.000 typing.py:1166(__mro_entries__)
        7    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
        7    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        7    0.000    0.000    0.000    0.000 <frozen _collections_abc>:1022(__iter__)
      7/1    0.000    0.000    0.000    0.000 functools.py:687(_c3_mro)
        7    0.000    0.000    0.000    0.000 enum.py:1414(_missing_)
        7    0.000    0.000    0.000    0.000 inspect.py:2366(_signature_from_function)
        7    0.000    0.000    0.000    0.000 typing.py:262(_collect_parameters)
        7    0.000    0.000    0.000    0.000 __init__.py:1428(_fixupParents)
        7    0.000    0.000    0.000    0.000 parse.py:947(quote_from_bytes)
        7    0.000    0.000    0.000    0.000 _headers.py:119(__getitem__)
        7    0.000    0.000    0.000    0.000 _legacy.py:15(deprecated)
        7    0.000    0.000    0.000    0.000 cookiejar.py:636(eff_request_host)
        7    0.000    0.000    0.000    0.000 cookiejar.py:677(escape_path)
        7    0.000    0.000    0.000    0.000 _models.py:346(__contains__)
        7    0.000    0.000    0.000    0.000 parse.py:871(quote)
        7    0.000    0.000    0.000    0.000 cookiejar.py:620(request_host)
        7    0.000    0.000    0.001    0.000 inspect.py:3050(from_callable)
        7    0.000    0.000    0.001    0.000 inspect.py:3308(signature)
      7/3    0.000    0.000    0.000    0.000 typing.py:1393(__repr__)
        7    0.000    0.000    0.000    0.000 typing.py:2534(final)
        7    0.000    0.000    0.000    0.000 dataclasses.py:882(_hash_add)
        7    0.000    0.000    0.000    0.000 dataclasses.py:675(_hash_fn)
        7    0.000    0.000    0.000    0.000 functools.py:660(_c3_merge)
        6    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        6    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        6    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        6    0.000    0.000    0.000    0.000 <frozen _collections_abc>:341(__subclasshook__)
        6    0.000    0.000    0.000    0.000 _parser.py:893(_parse_flags)
        6    0.000    0.000    0.000    0.000 inspect.py:2133(_signature_is_functionlike)
        6    0.000    0.000    0.000    0.000 inspect.py:3262(__str__)
        6    0.000    0.000    0.203    0.034 ssl.py:1095(read)
        6    0.000    0.000    0.204    0.034 http11.py:209(_receive_event)
        6    0.000    0.000    0.000    0.000 _receivebuffer.py:53(__iadd__)
        6    0.000    0.000    0.000    0.000 _receivebuffer.py:57(__bool__)
        6    0.000    0.000    0.000    0.000 _connection.py:364(receive_data)
        6    0.000    0.000    0.000    0.000 _connection.py:260(_server_switch_event)
        6    0.000    0.000    0.000    0.000 unix_events.py:856(__init_subclass__)
        6    0.000    0.000    0.000    0.000 signal.py:51(decorator)
        6    0.000    0.000    0.000    0.000 signal.py:50(_wraps)
        6    0.000    0.000    0.203    0.034 sync.py:124(read)
        6    0.000    0.000    0.000    0.000 _urlparse.py:482(percent_encoded)
        6    0.203    0.034    0.203    0.034 {method 'read' of '_ssl._SSLSocket' objects}
        6    0.000    0.000    0.000    0.000 default.py:95(map_httpcore_exceptions)
        6    0.000    0.000    0.000    0.000 cookiejar.py:810(is_expired)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        6    0.000    0.000    0.203    0.034 ssl.py:1226(recv)
        6    0.000    0.000    0.000    0.000 typing.py:1554(<genexpr>)
        6    0.000    0.000    0.000    0.000 typing.py:2786(<genexpr>)
        6    0.000    0.000    0.000    0.000 inspect.py:3066(replace)
        6    0.000    0.000    0.000    0.000 inspect.py:517(isbuiltin)
        6    0.000    0.000    0.000    0.000 functools.py:845(_is_valid_dispatch_type)
        6    0.000    0.000    0.000    0.000 inspect.py:2461(_descriptor_get)
        6    0.000    0.000    0.000    0.000 inspect.py:2121(_signature_is_builtin)
        6    0.000    0.000    0.000    0.000 threading.py:124(RLock)
        6    0.000    0.000    0.000    0.000 inspect.py:303(ismethoddescriptor)
        6    0.000    0.000    0.000    0.000 inspect.py:2095(_signature_bound_method)
        5    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
        5    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        5    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        5    0.000    0.000    0.000    0.000 <frozen _collections_abc>:104(_check_methods)
        5    0.000    0.000    0.000    0.000 _models.py:935(iter_raw)
        5    0.000    0.000    0.000    0.000 _models.py:884(iter_bytes)
        5    0.000    0.000    0.000    0.000 _urls.py:77(__init__)
        5    0.000    0.000    0.000    0.000 http11.py:196(_receive_response_body)
        5    0.000    0.000    0.000    0.000 http11.py:330(__iter__)
        5    0.000    0.000    0.000    0.000 connection_pool.py:401(__iter__)
        5    0.000    0.000    0.000    0.000 _events.py:299(__init__)
        5    0.000    0.000    0.000    0.000 _receivebuffer.py:67(_extract)
        5    0.000    0.000    0.000    0.000 _urls.py:126(scheme)
        5    0.000    0.000    0.000    0.000 default.py:125(__iter__)
        5    0.000    0.000    0.000    0.000 cookiejar.py:1753(__iter__)
        5    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        5    0.000    0.000    0.000    0.000 parse.py:841(__getattr__)
        5    0.000    0.000    0.000    0.000 parse.py:688(unquote)
        5    0.000    0.000    0.000    0.000 _client.py:152(__iter__)
        5    0.000    0.000    0.000    0.000 formatter.py:198(__init__)
        5    0.000    0.000    0.000    0.000 typing_extensions.py:749(__eq__)
        5    0.000    0.000    0.000    0.000 element.py:90(__getattr__)
        5    0.000    0.000    0.000    0.000 typing.py:445(__init_subclass__)
        5    0.000    0.000    0.000    0.000 typing.py:361(_flatten_literal_params)
        5    0.000    0.000    0.000    0.000 typing.py:746(Literal)
        5    0.000    0.000    0.000    0.000 typing.py:514(__getitem__)
        5    0.000    0.000    0.000    0.000 enum.py:816(__iter__)
        5    0.000    0.000    0.000    0.000 functools.py:841(_is_union_type)
        4    0.000    0.000    0.000    0.000 {method 'strip' of 'bytes' objects}
        4    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        4    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'isalpha' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        4    0.000    0.000    0.000    0.000 {built-in method time.time}
        4    0.000    0.000    0.000    0.000 <frozen os>:762(encode)
        4    0.000    0.000    0.000    0.000 <frozen os>:680(__getitem__)
        4    0.000    0.000    0.000    0.000 functools.py:852(register)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:670(__new__)
        4    0.000    0.000    0.000    0.000 typing.py:2285(_strip_annotations)
        4    0.000    0.000    0.000    0.000 typing.py:406(_eval_type)
        4    0.000    0.000    0.000    0.000 parse.py:469(urlsplit)
        4    0.000    0.000    0.000    0.000 _headers.py:104(__init__)
        4    0.000    0.000    0.000    0.000 _synchronization.py:267(__enter__)
        4    0.000    0.000    0.000    0.000 _synchronization.py:271(__exit__)
        4    0.000    0.000    0.000    0.000 _synchronization.py:309(__enter__)
        4    0.000    0.000    0.000    0.000 _synchronization.py:312(__exit__)
        4    0.000    0.000    0.000    0.000 _decoders.py:49(decode)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        4    0.000    0.000    0.000    0.000 cookiejar.py:941(is_not_allowed)
        4    0.000    0.000    0.000    0.000 _urls.py:168(host)
        4    0.000    0.000    0.000    0.000 cookiejar.py:926(is_blocked)
        4    0.000    0.000    0.000    0.000 cookiejar.py:647(request_path)
        4    0.000    0.000    0.000    0.000 _models.py:202(keys)
        4    0.000    0.000    0.000    0.000 _content.py:35(__iter__)
        4    0.000    0.000    0.000    0.000 parse.py:413(_splitnetloc)
        4    0.000    0.000    0.000    0.000 ssl.py:399(__new__)
        4    0.000    0.000    0.000    0.000 parse.py:421(_checknetloc)
        4    0.000    0.000    0.000    0.000 _deprecation.py:22(_deprecated_alias)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:686(__init__)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:527(__init__)
        4    0.000    0.000    0.000    0.000 dataclasses.py:604(<genexpr>)
        4    0.000    0.000    0.000    0.000 inspect.py:2769(default)
        4    0.000    0.000    0.000    0.000 typing.py:1439(__init__)
        4    0.000    0.000    0.000    0.000 typing.py:1721(_get_protocol_attrs)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:603(_get_protocol_attrs)
        4    0.000    0.000    0.000    0.000 enum.py:183(__init__)
        4    0.000    0.000    0.000    0.000 _parser.py:166(__delitem__)
        4    0.000    0.000    0.000    0.000 inspect.py:299(ismethod)
        4    0.000    0.000    0.000    0.000 enum.py:1188(_generate_next_value_)
        4    0.000    0.000    0.000    0.000 functools.py:421(_unwrap_partial)
        4    0.000    0.000    0.000    0.000 functools.py:965(__init__)
        4    0.000    0.000    0.000    0.000 functools.py:970(__set_name__)
        3    0.000    0.000    0.000    0.000 {method 'popitem' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        3    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        3    0.000    0.000    0.000    0.000 {method 'gettimeout' of '_socket.socket' objects}
        3    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        3    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:966(clear)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:940(pop)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:804(get)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:288(__subclasshook__)
        3    0.000    0.000    0.000    0.000 <frozen abc>:110(register)
        3    0.000    0.000    0.000    0.000 copy.py:61(copy)
        3    0.000    0.000    0.000    0.000 typing_extensions.py:814(runtime_checkable)
        3    0.000    0.000    0.001    0.000 typing.py:2780(__new__)
        3    0.001    0.000    0.001    0.000 _exceptions.py:1(<module>)
        3    0.000    0.000    0.000    0.000 cookiejar.py:761(__init__)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1015(set_ok_domain)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1161(return_ok_domain)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1486(_cookie_from_cookie_tuple)
        3    0.000    0.000    0.000    0.000 pathlib.py:357(__init__)
        3    0.000    0.000    0.000    0.000 _models.py:1084(__init__)
        3    0.000    0.000    0.000    0.000 _urlparse.py:348(encode_host)
        3    0.000    0.000    0.000    0.000 _urlparse.py:213(urlparse)
        3    0.000    0.000    0.000    0.000 _models.py:53(enforce_headers)
        3    0.000    0.000    0.000    0.000 _connection.py:544(send_with_data_passthrough)
        3    0.000    0.000    0.000    0.000 _receivebuffer.py:104(maybe_extract_lines)
        3    0.000    0.000    0.000    0.000 _readers.py:94(maybe_read_from_SEND_RESPONSE_server)
        3    0.000    0.000    0.000    0.000 connection_pool.py:341(_close_connections)
        3    0.000    0.000    0.000    0.000 http11.py:163(_send_event)
        3    0.000    0.000    0.000    0.000 _connection.py:517(send)
        3    0.000    0.000    0.000    0.000 _synchronization.py:243(__enter__)
        3    0.000    0.000    0.000    0.000 _synchronization.py:247(__exit__)
        3    0.000    0.000    0.000    0.000 _models.py:162(__init__)
        3    0.000    0.000    0.000    0.000 _urls.py:217(port)
        3    0.000    0.000    0.000    0.000 _models.py:281(origin)
        3    0.000    0.000    0.000    0.000 pathlib.py:1159(__init__)
        3    0.000    0.000    0.000    0.000 _models.py:85(enforce_stream)
        3    0.000    0.000    0.000    0.000 _urlparse.py:395(normalize_port)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1075(set_ok_port)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1096(return_ok)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1135(return_ok_secure)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1261(__init__)
        3    0.000    0.000    0.000    0.000 cookiejar.py:995(set_ok_name)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1114(return_ok_version)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1141(return_ok_expires)
        3    0.000    0.000    0.000    0.000 cookiejar.py:983(set_ok_verifiability)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1123(return_ok_verifiability)
        3    0.000    0.000    0.000    0.000 pathlib.py:1166(__new__)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1147(return_ok_port)
        3    0.000    0.000    0.000    0.000 _urlparse.py:422(validate_path)
        3    0.000    0.000    0.000    0.000 sync.py:130(write)
        3    0.000    0.000    0.000    0.000 cookiejar.py:949(set_ok)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1307(<lambda>)
        3    0.000    0.000    0.000    0.000 utils.py:52(_has_surrogates)
        3    0.000    0.000    0.000    0.000 _policybase.py:289(_sanitize_header)
        3    0.000    0.000    0.000    0.000 cookiejar.py:884(__init__)
        3    0.000    0.000    0.000    0.000 cookiejar.py:968(set_ok_version)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1004(set_ok_path)
        3    0.000    0.000    0.000    0.000 _client.py:318(cookies)
        3    0.000    0.000    0.000    0.000 _policybase.py:319(header_fetch_parse)
        3    0.000    0.000    0.000    0.000 __init__.py:1369(disable)
        3    0.000    0.000    0.000    0.000 __init__.py:1776(getEffectiveLevel)
        3    0.000    0.000    0.000    0.000 formatter.py:221(__init__)
        3    0.000    0.000    0.000    0.000 typing_extensions.py:799(<genexpr>)
        3    0.000    0.000    0.000    0.000 __init__.py:892(_addHandlerRef)
        3    0.000    0.000    0.000    0.000 __init__.py:928(__init__)
        3    0.000    0.000    0.000    0.000 typing_extensions.py:794(__init_subclass__)
        3    0.000    0.000    0.000    0.000 dataclasses.py:879(_hash_set_none)
        3    0.000    0.000    0.000    0.000 typing.py:473(__init__)
        3    0.000    0.000    0.000    0.000 typing.py:376(_tp_cache)
        3    0.000    0.000    0.000    0.000 typing.py:381(decorator)
        3    0.000    0.000    0.000    0.000 typing.py:2846(_namedtuple_mro_entries)
        3    0.000    0.000    0.001    0.000 typing.py:2761(_make_nmtuple)
        3    0.000    0.000    0.000    0.000 typing.py:1576(__repr__)
        3    0.000    0.000    0.000    0.000 typing.py:1609(__hash__)
        3    0.000    0.000    0.000    0.000 typing.py:3428(override)
        3    0.000    0.000    0.000    0.000 __init__.py:179(sub)
        3    0.000    0.000    0.000    0.000 _parser.py:295(seek)
        3    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        3    0.000    0.000    0.000    0.000 weakref.py:367(__init__)
        3    0.000    0.000    0.000    0.000 weakref.py:495(popitem)
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        2    0.000    0.000    0.000    0.000 {method 'deleter' of 'property' objects}
      2/1    0.000    0.000    0.000    0.000 {method 'send' of 'generator' objects}
        2    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        2    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'fileno' of '_socket.socket' objects}
