('Total Revenue', '281,724,000', '211,915,000', '281,724,000', '245,122,000', '198,270,000')
         903794 function calls (879443 primitive calls) in 9.194 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      3/2    0.000    0.000    3.004    1.502 sessions.py:159(resolve_redirects)
        2    0.000    0.000    0.000    0.000 _collections.py:335(extend)
      262    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
       20    0.000    0.000    0.000    0.000 <frozen zipimport>:64(__init__)
        2    0.000    0.000    3.217    1.608 adapters.py:590(send)
        2    0.000    0.000    0.000    0.000 {method 'write' of '_ssl._SSLSocket' objects}
      418    0.000    0.000    0.000    0.000 typing.py:1246(<genexpr>)
      484    0.000    0.000    0.000    0.000 css_types.py:73(__hash__)
      232    0.000    0.000    0.000    0.000 _compiler.py:31(_combine_flags)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1644(_fill_cache)
      153    0.000    0.000    0.000    0.000 {method 'rindex' of 'str' objects}
       55    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
      264    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        6    0.000    0.000    0.000    0.000 feedparser.py:100(push)
        2    0.000    0.000    3.215    1.608 connectionpool.py:592(urlopen)
       53    0.000    0.000    0.000    0.000 feedparser.py:77(readline)
      288    0.000    0.000    0.000    0.000 typing.py:1565(__eq__)
        6    0.000    0.000    0.001    0.000 cookiejar.py:1599(make_cookies)
        2    0.000    0.000    0.012    0.006 connection.py:1(<module>)
        1    0.000    0.000    0.172    0.172 socket.py:946(getaddrinfo)
       55    0.000    0.000    0.000    0.000 _compiler.py:407(_generate_overlap_table)
        5    0.000    0.000    0.000    0.000 filter.py:378(__init__)
       70    0.000    0.000    0.001    0.000 _htmlparser.py:127(handle_startendtag)
      375    0.000    0.000    0.000    0.000 <frozen _collections_abc>:868(__iter__)
       50    0.000    0.000    0.000    0.000 ipaddress.py:1920(__init__)
        1    0.000    0.000    0.144    0.144 ssl.py:956(_create)
      335    0.000    0.000    0.000    0.000 _compiler.py:428(_get_iscased)
        9    0.000    0.000    0.000    0.000 cookiejar.py:949(set_ok)
       12    0.000    0.000    0.000    0.000 message.py:529(get_all)
        2    0.000    0.000    0.000    0.000 message.py:483(items)
  133/115    0.000    0.000    0.000    0.000 typing.py:1258(__hash__)
       73    0.000    0.000    0.000    0.000 structures.py:51(__getitem__)
      191    0.000    0.000    0.000    0.000 _parser.py:77(__init__)
       70    0.000    0.000    0.000    0.000 parse.py:119(_coerce_args)
        2    0.000    0.000    0.001    0.001 parser.py:41(parse)
        4    0.000    0.000    0.000    0.000 parse.py:469(urlsplit)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1389(_normalized_cookie_tuples)
        2    0.000    0.000    0.000    0.000 client.py:1136(putrequest)
        1    0.000    0.000    0.312    0.312 connection.py:192(_new_conn)
        1    0.000    0.000    0.001    0.001 pathlib.py:1(<module>)
       43    0.000    0.000    0.000    0.000 typing.py:2476(overload)
       27    0.000    0.000    0.001    0.000 typing.py:740(Optional)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1502(__init__)
        1    0.000    0.000    0.013    0.013 url.py:1(<module>)
      192    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        2    0.000    0.000    0.000    0.000 poolmanager.py:95(_default_key_normalizer)
        1    0.000    0.000    0.001    0.001 __init__.py:135(BeautifulSoup)
        8    0.000    0.000    0.000    0.000 message.py:596(get_content_type)
        2    0.000    0.000    0.000    0.000 feedparser.py:52(__init__)
        2    0.000    0.000    0.000    0.000 socket.py:304(makefile)
       62    0.000    0.000    0.000    0.000 __init__.py:26(__new__)
        2    0.000    0.000    0.005    0.003 models.py:1(<module>)
       58    0.000    0.000    0.000    0.000 <frozen _collections_abc>:804(get)
        1    0.000    0.000    0.000    0.000 element.py:1764(Tag)
    91/64    0.000    0.000    0.003    0.000 typing.py:508(__getitem__)
      127    0.000    0.000    0.000    0.000 typing.py:1454(<genexpr>)
        6    0.000    0.000    0.000    0.000 typing.py:1047(_generic_class_getitem)
        2    0.000    0.000    0.000    0.000 feedparser.py:137(__init__)
        3    0.000    0.000    0.013    0.004 response.py:1(<module>)
       53    0.000    0.000    0.000    0.000 feedparser.py:127(__next__)
       63    0.000    0.000    0.000    0.000 enum.py:785(__delattr__)
        6    0.000    0.000    0.001    0.000 cookiejar.py:1680(extract_cookies)
        9    0.000    0.000    0.000    0.000 cookiejar.py:1486(_cookie_from_cookie_tuple)
        1    0.000    0.000    0.000    0.000 dammit.py:734(UnicodeDammit)
       55    0.000    0.000    0.000    0.000 ipaddress.py:533(_split_addr_prefix)
        3    0.000    0.000    0.029    0.010 exceptions.py:1(<module>)
       42    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:463(_lock_unlock_module)
        1    0.000    0.000    0.002    0.002 parse.py:1(<module>)
      128    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       12    0.000    0.000    0.000    0.000 queue.py:122(put)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:662(spec_from_loader)
        7    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 hmac.py:1(<module>)
       68    0.000    0.000    0.000    0.000 status_codes.py:116(doc)
      427    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:71(_relax_case)
        1    0.000    0.000    8.773    8.773 financial.py:7(fetch_financial_page)
       13    0.000    0.000    0.000    0.000 queue.py:154(get)
        1    0.000    0.000    0.230    0.230 financial.py:25(parse_financial_table)
       74    0.000    0.000    0.000    0.000 structures.py:46(__setitem__)
       25    0.000    0.000    0.000    0.000 cookiejar.py:620(request_host)
      172    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method '_wrap_socket' of '_ssl._SSLContext' objects}
      270    0.000    0.000    0.000    0.000 enum.py:241(__set_name__)
        8    0.000    0.000    0.001    0.000 feedparser.py:176(_call_parse)
       43    0.000    0.000    0.000    0.000 _collections.py:300(add)
        1    0.000    0.000    0.001    0.001 <frozen ntpath>:1(<module>)
        3    0.000    0.000    0.000    0.000 url.py:367(parse_url)
        9    0.000    0.000    0.000    0.000 __init__.py:1377(getLogger)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        1    0.000    0.000    0.001    0.001 shutil.py:1(<module>)
        2    0.000    0.000    0.003    0.001 abc.py:1(<module>)
       66    0.000    0.000    0.000    0.000 utils.py:52(_has_surrogates)
        1    0.000    0.000    0.000    0.000 {built-in method today}
      102    0.000    0.000    0.000    0.000 typing_extensions.py:3165(_is_unpacked_typevartuple)
      166    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        2    0.000    0.000    0.000    0.000 response.py:602(__init__)
        2    0.000    0.000    0.000    0.000 response.py:341(__init__)
        6    0.000    0.000    0.001    0.000 cookies.py:124(extract_cookies_to_jar)
       13    0.000    0.000    0.000    0.000 connection.py:404(putheader)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1685(path_hook_for_FileFinder)
       64    0.000    0.000    0.000    0.000 _policybase.py:319(header_fetch_parse)
      220    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
        1    0.000    0.000    0.015    0.015 client.py:1(<module>)
        2    0.000    0.000    0.000    0.000 models.py:658(__init__)
        1    0.000    0.000    0.006    0.006 cookiejar.py:1(<module>)
      144    0.000    0.000    0.000    0.000 {built-in method sys.intern}
       21    0.000    0.000    0.000    0.000 parse.py:947(quote_from_bytes)
       24    0.000    0.000    0.000    0.000 <frozen os>:680(__getitem__)
       12    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        6    0.000    0.000    0.000    0.000 cookiejar.py:232(http2time)
       49    0.000    0.000    0.000    0.000 _collections.py:257(__getitem__)
       43    0.000    0.000    0.000    0.000 message.py:511(set_raw)
        1    0.000    0.000    0.016    0.016 connectionpool.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _common.py:1(<module>)
      122    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
       44    0.000    0.000    0.000    0.000 enum.py:1394(_iter_member_by_value_)
        1    0.000    0.000    0.014    0.014 ssl_.py:1(<module>)
       14    0.000    0.000    0.000    0.000 enum.py:1008(_find_data_type_)
      262    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
        2    0.000    0.000    0.001    0.000 adapters.py:336(build_response)
      141    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        2    0.000    0.000    0.010    0.005 api.py:1(<module>)
       98    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
      325    0.000    0.000    0.000    0.000 css_parser.py:312(get_name)
        2    0.000    0.000    0.001    0.000 _collections.py:1(<module>)
       65    0.000    0.000    0.000    0.000 typing.py:317(_deduplicate)
       14    0.000    0.000    0.000    0.000 _compiler.py:391(_bytes_to_codes)
        1    0.000    0.000    0.003    0.003 _typing.py:1(<module>)
        2    0.000    0.000    2.739    1.370 client.py:1384(getresponse)
        1    0.000    0.000    0.005    0.005 css_match.py:1(<module>)
        1    0.000    0.000    0.000    0.000 random.py:1(<module>)
       19    0.000    0.000    0.000    0.000 {method 'decode' of 'bytearray' objects}
        2    0.000    0.000    0.000    0.000 utils.py:207(get_netrc_auth)
       55    0.000    0.000    0.000    0.000 __init__.py:255(escape)
        2    0.000    0.000    0.000    0.000 _collections.py:240(__init__)
       99    0.000    0.000    0.000    0.000 {built-in method builtins.all}
       55    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
        7    0.000    0.000    0.000    0.000 feedparser.py:121(pushlines)
       32    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
        1    0.000    0.000    0.000    0.000 connection.py:369(close)
      169    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
    32/16    0.000    0.000    0.000    0.000 cookiejar.py:1227(deepvalues)
        7    0.000    0.000    0.000    0.000 enum.py:1035(_find_new_)
       46    0.000    0.000    0.000    0.000 ipaddress.py:1755(_parse_hextet)
       73    0.000    0.000    0.000    0.000 _parser.py:304(checkgroupname)
        7    0.000    0.000    0.000    0.000 enum.py:513(__prepare__)
        2    0.000    0.000    0.000    0.000 __init__.py:71(search_function)
        2    0.000    0.000    0.001    0.001 core.py:1(<module>)
        9    0.000    0.000    0.000    0.000 cookiejar.py:761(__init__)
        1    0.000    0.000    0.002    0.002 adapters.py:1(<module>)
        5    0.000    0.000    0.009    0.002 element.py:1266(_find_all)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1631(_make_netmask)
       16    0.000    0.000    0.012    0.001 css_parser.py:1149(process_selectors)
        2    0.000    0.000    0.000    0.000 ssl.py:1200(sendall)
        9    0.000    0.000    0.000    0.000 cookiejar.py:1015(set_ok_domain)
       22    0.000    0.000    0.000    0.000 parse.py:205(_hostinfo)
        1    0.000    0.000    0.000    0.000 css_match.py:79(_DocumentNav)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
        5    0.000    0.000    0.009    0.002 filter.py:163(find_all)
      7/1    0.000    0.000    0.000    0.000 functools.py:687(_c3_mro)
        1    0.000    0.000    0.001    0.001 calendar.py:1(<module>)
      163    0.000    0.000    0.000    0.000 enum.py:1292(value)
       45    0.000    0.000    0.000    0.000 functools.py:479(lru_cache)
        1    0.000    0.000    0.007    0.007 cd.py:1(<module>)
        4    0.000    0.000    0.000    0.000 cookies.py:521(cookiejar_from_dict)
        2    0.000    0.000    0.000    0.000 connection.py:384(putrequest)
        1    0.000    0.000    0.001    0.001 __init__.py:469(StrFormatStyle)
        6    0.000    0.000    0.000    0.000 calendar.py:683(timegm)
        9    0.000    0.000    0.001    0.000 _htmlparser.py:226(handle_charref)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1578(_cookies_from_attrs_set)
        8    0.000    0.000    0.000    0.000 typing.py:1533(__getitem_inner__)
        2    0.000    0.000    0.000    0.000 response.py:40(assert_header_parsing)
       21    0.000    0.000    0.000    0.000 parse.py:871(quote)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1286(__init__)
        2    0.000    0.000    0.000    0.000 response.py:889(_raw_read)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        6    0.000    0.000    0.000    0.000 typing.py:1548(__getitem__)
      295    0.000    0.000    0.000    0.000 enum.py:1185(__init__)
        1    0.000    0.000    0.002    0.002 hashlib.py:1(<module>)
       12    0.000    0.000    0.000    0.000 copy.py:61(copy)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1356(add_cookie_header)
        1    0.000    0.000    0.000    0.000 connectionpool.py:1170(_close_pool_connections)
        1    0.000    0.000    0.051    0.051 formatter.py:1(<module>)
      166    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1153(__init__)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
       54    0.000    0.000    0.000    0.000 typing_extensions.py:3105(_check_generic)
       20    0.000    0.000    0.000    0.000 parse.py:164(hostname)
        3    0.000    0.000    0.000    0.000 typing.py:1721(_get_protocol_attrs)
        1    0.000    0.000    0.008    0.008 compat.py:1(<module>)
        2    0.000    0.000    0.000    0.000 client.py:261(__init__)
        5    0.000    0.000    0.009    0.002 element.py:3024(find_all)
        1    0.000    0.000    0.000    0.000 cookies.py:236(Morsel)
        7    0.000    0.000    0.000    0.000 typing.py:1966(__init_subclass__)
      194    0.000    0.000    0.000    0.000 status_codes.py:117(<genexpr>)
       63    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
      134    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:501(_requires_builtin_wrapper)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1261(__init__)
        6    0.000    0.000    0.000    0.000 abc.py:41(_register)
        1    0.000    0.000    0.000    0.000 inspect.py:2366(_signature_from_function)
        1    0.000    0.000    0.026    0.026 css_parser.py:428(CSSParser)
       10    0.000    0.000    0.000    0.000 structures.py:40(__init__)
        6    0.000    0.000    0.001    0.000 feedparser.py:171(feed)
      107    0.000    0.000    0.000    0.000 constant.py:398(<lambda>)
       12    0.000    0.000    0.000    0.000 cookiejar.py:726(is_third_party)
       98    0.000    0.000    0.000    0.000 dammit.py:197(<genexpr>)
       49    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        5    0.000    0.000    0.549    0.110 models.py:890(content)
        3    0.000    0.000    0.000    0.000 utils.py:755(should_bypass_proxies)
       12    0.000    0.000    0.000    0.000 cookies.py:349(set_cookie)
      126    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
       10    0.000    0.000    0.000    0.000 filter.py:224(__init__)
        2    0.000    0.000    0.209    0.105 client.py:245(parse_headers)
       25    0.000    0.000    0.000    0.000 filter.py:492(_make_match_rules)
       16    0.000    0.000    0.025    0.002 css_parser.py:306(__init__)
        7    0.000    0.000    0.000    0.000 functools.py:660(_c3_merge)
        1    0.000    0.000    0.017    0.017 _base_connection.py:1(<module>)
        2    0.000    0.000    0.000    0.000 socket.py:770(close)
       10    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
       37    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        1    0.000    0.000    0.000    0.000 calendar.py:94(_localized_month)
        1    0.000    0.000    0.000    0.000 mimetypes.py:1(<module>)
       14    0.000    0.000    0.000    0.000 enum.py:967(_get_mixins_)
       29    0.000    0.000    0.000    0.000 element.py:2368(get_attribute_list)
       10    0.000    0.000    0.000    0.000 socket.py:100(_intenum_converter)
      160    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1573(<genexpr>)
        1    0.000    0.000    0.001    0.001 poolmanager.py:1(<module>)
       26    0.000    0.000    0.000    0.000 enum.py:1404(_iter_member_by_def_)
       22    0.000    0.000    0.000    0.000 ipaddress.py:1187(_ip_int_from_string)
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
        8    0.000    0.000    0.000    0.000 __init__.py:1428(_fixupParents)
        9    0.000    0.000    0.000    0.000 __init__.py:1497(__init__)
       14    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        7    0.000    0.000    0.000    0.000 typing.py:1822(__new__)
       28    0.000    0.000    0.000    0.000 typing_extensions.py:531(__setattr__)
       30    0.000    0.000    0.000    0.000 <frozen _collections_abc>:892(__iter__)
        1    0.000    0.000    0.003    0.003 sessions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
        3    0.000    0.000    0.000    0.000 typing_extensions.py:794(__init_subclass__)
      193    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
       14    0.000    0.000    0.000    0.000 _deprecation.py:67(deprecate)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
       24    0.000    0.000    0.000    0.000 threading.py:394(notify)
        1    0.000    0.000    0.014    0.014 _request_methods.py:1(<module>)
      119    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       44    0.000    0.000    0.000    0.000 enum.py:117(_iter_bits_lsb)
       19    0.000    0.000    0.000    0.000 cookiejar.py:677(escape_path)
       25    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
        5    0.000    0.000    0.000    0.000 <frozen posixpath>:256(expanduser)
        1    0.000    0.000    0.000    0.000 selectors.py:1(<module>)
      126    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
        7    0.000    0.000    0.000    0.000 structures.py:57(__iter__)
        1    0.000    0.000    0.144    0.144 ssl.py:1313(do_handshake)
        1    0.000    0.000    0.000    0.000 connectionpool.py:175(__init__)
        1    0.000    0.000    0.000    0.000 response.py:941(read)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1161(_make_netmask)
        2    0.000    0.000    0.000    0.000 functools.py:800(singledispatch)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:603(_get_protocol_attrs)
        8    0.000    0.000    0.000    0.000 cookies.py:35(__init__)
      145    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        4    0.000    0.000    0.000    0.000 functools.py:852(register)
      130    0.000    0.000    0.000    0.000 enum.py:942(<lambda>)
        9    0.000    0.000    0.000    0.000 __init__.py:2149(getLogger)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dammit.py:98(EntitySubstitution)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        8    0.000    0.000    0.000    0.000 message.py:29(_splitparam)
        1    0.000    0.000    0.000    0.000 client.py:252(HTTPResponse)
      114    0.000    0.000    0.000    0.000 __init__.py:429(<genexpr>)
       12    0.000    0.000    0.000    0.000 cookiejar.py:550(domain_match)
        5    0.000    0.000    0.000    0.000 __init__.py:928(__init__)
      126    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
      166    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1178(get_filename)
        2    0.000    0.000    0.000    0.000 feedparser.py:182(close)
        1    0.000    0.000    0.001    0.001 ipaddress.py:1(<module>)
        1    0.000    0.000    0.000    0.000 filter.py:1(<module>)
        1    0.000    0.000    3.769    3.769 api.py:62(get)
      126    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
       13    0.000    0.000    0.000    0.000 connection.py:453(<genexpr>)
       24    0.000    0.000    0.000    0.000 <frozen os>:762(encode)
    69/38    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2314(_IPv6Constants)
        1    0.000    0.000    0.000    0.000 ssl.py:542(minimum_version)
      126    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
       12    0.000    0.000    0.000    0.000 cookiejar.py:1667(set_cookie)
      126    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
        2    0.000    0.000    0.000    0.000 pathlib.py:387(_parse_path)
        8    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
        3    0.000    0.000    0.000    0.000 cookiejar.py:1096(return_ok)
        1    0.000    0.000    0.161    0.161 ssl_.py:410(ssl_wrap_socket)
       25    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        5    0.000    0.000    0.000    0.000 url.py:301(_normalize_host)
        2    0.000    0.000    0.011    0.006 parser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mimetypes.py:402(_default_mime_types)
       20    0.000    0.000    0.000    0.000 __init__.py:234(_acquireLock)
        2    0.000    0.000    0.001    0.000 _adapters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1569(_IPv4Constants)
        4    0.000    0.000    0.000    0.000 cookies.py:358(update)
        2    0.000    0.000    0.000    0.000 ssl.py:670(verify_mode)
       69    0.000    0.000    0.000    0.000 status_codes.py:122(<genexpr>)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:989(create_module)
      166    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:986(create_module)
        3    0.000    0.000    0.000    0.000 client.py:430(close)
        1    0.000    0.000    0.000    0.000 __init__.py:108(lookup)
       10    0.000    0.000    0.000    0.000 _functools.py:75(wrapper)
       36    0.000    0.000    0.000    0.000 cookiejar.py:535(is_HDN)
        2    0.000    0.000    0.000    0.000 client.py:1027(send)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
        1    0.000    0.000    0.001    0.001 __meta__.py:1(<module>)
        2    0.000    0.000    0.000    0.000 adapters.py:423(get_connection_with_tls_context)
        1    0.000    0.000    0.002    0.002 header.py:1(<module>)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:670(__new__)
        1    0.000    0.000    0.000    0.000 css_parser.py:681(parse_pseudo_nth)
       59    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       26    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        1    0.000    0.000    0.000    0.000 cookiejar.py:1246(CookieJar)
        1    0.000    0.000    0.000    0.000 pathlib.py:291(PurePath)
        2    0.000    0.000    0.000    0.000 socket.py:681(__init__)
        7    0.000    0.000    0.000    0.000 enum.py:383(__init__)
        1    0.000    0.000    3.768    3.768 sessions.py:500(request)
        1    0.000    0.000    0.220    0.220 _htmlparser.py:449(feed)
       35    0.000    0.000    0.000    0.000 cookies.py:49(get_full_url)
        1    0.000    0.000    0.000    0.000 ssl.py:504(set_alpn_protocols)
       10    0.000    0.000    0.000    0.000 cookiejar.py:647(request_path)
        1    0.000    0.000    0.001    0.001 sessions.py:457(prepare_request)
        7    0.000    0.000    0.000    0.000 timeout.py:109(__init__)
       32    0.000    0.000    0.000    0.000 functools.py:65(wraps)
       16    0.000    0.000    0.000    0.000 css_parser.py:459(__init__)
        1    0.000    0.000    0.220    0.220 parser.py:105(feed)
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
       49    0.000    0.000    0.000    0.000 typing.py:944(__hash__)
        2    0.000    0.000    0.475    0.237 connectionpool.py:1085(_validate_conn)
        1    0.000    0.000    0.000    0.000 tempfile.py:824(SpooledTemporaryFile)
        1    0.000    0.000    0.144    0.144 ssl.py:449(wrap_socket)
        1    0.000    0.000    0.000    0.000 connection.py:93(_set_socket_options)
      9/7    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1287(create_module)
        1    0.000    0.000    0.002    0.002 css_types.py:1(<module>)
        2    0.000    0.000    0.000    0.000 message.py:243(get_payload)
        1    0.000    0.000    0.000    0.000 weakref.py:585(__call__)
        7    0.000    0.000    0.000    0.000 sessions.py:61(merge_setting)
        1    0.000    0.000    0.001    0.001 decoder.py:1(<module>)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        2    0.000    0.000    0.000    0.000 request.py:199(body_to_chunks)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        1    0.000    0.000    0.000    0.000 pathlib.py:826(Path)
        1    0.000    0.000    0.000    0.000 _legacy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dammit.py:485(EncodingDetector)
       11    0.000    0.000    0.000    0.000 typing.py:1415(__mro_entries__)
        2    0.000    0.000    0.000    0.000 poolmanager.py:346(connection_from_pool_key)
        7    0.000    0.000    0.000    0.000 _parser.py:893(_parse_flags)
        7    0.000    0.000    0.000    0.000 utils.py:335(to_key_val_list)
        1    0.000    0.000    0.000    0.000 message.py:135(Message)
        7    0.000    0.000    0.000    0.000 contextlib.py:299(helper)
       42    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 ipaddress.py:671(_BaseNetwork)
       25    0.000    0.000    0.000    0.000 threading.py:302(__exit__)
        2    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        6    0.000    0.000    0.000    0.000 typing.py:1166(__mro_entries__)
        3    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
        2    0.000    0.000    0.007    0.003 element.py:2957(find)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1885(_split_scope_id)
        8    0.000    0.000    0.000    0.000 typing.py:1515(copy_with)
       43    0.000    0.000    0.000    0.000 structures.py:58(<genexpr>)
        1    0.000    0.000    0.003    0.003 _htmlparser.py:1(<module>)
        7    0.000    0.000    0.000    0.000 contextlib.py:272(contextmanager)
        1    0.000    0.000    0.000    0.000 lzma.py:1(<module>)
        3    0.000    0.000    0.000    0.000 poolmanager.py:199(__init__)
        2    0.000    0.000    0.000    0.000 poolmanager.py:321(connection_from_context)
        2    0.000    0.000    0.000    0.000 response.py:1121(closed)
       12    0.000    0.000    0.000    0.000 cookiejar.py:691(reach)
        1    0.000    0.000    0.000    0.000 ssl.py:944(SSLSocket)
        2    0.000    0.000    0.000    0.000 _collections.py:141(clear)
        1    0.000    0.000    0.000    0.000 models.py:409(prepare_url)
        1    0.000    0.000    0.001    0.001 filepost.py:1(<module>)
        1    0.000    0.000    0.000    0.000 retry.py:1(<module>)
        4    0.000    0.000    0.000    0.000 utils.py:828(select_proxy)
        3    0.000    0.000    0.000    0.000 typing.py:381(decorator)
        2    0.000    0.000    0.000    0.000 utils.py:529(get_encoding_from_headers)
       12    0.000    0.000    0.000    0.000 threading.py:124(RLock)
        1    0.000    0.000    0.000    0.000 models.py:351(prepare)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1272(_cookies_for_domain)
       32    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
        8    0.000    0.000    0.000    0.000 typing.py:1519(__getitem__)
      113    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        3    0.000    0.000    0.000    0.000 retry.py:202(__init__)
       13    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
        2    0.000    0.000    0.001    0.000 readers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base64.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _common.py:21(package_to_anchor)
        1    0.000    0.000    0.000    0.000 models.py:13(CharsetMatch)
        1    0.000    0.000    0.000    0.000 ssl.py:422(SSLContext)
        1    0.000    0.000    0.000    0.000 client.py:1013(close)
        5    0.000    0.000    0.000    0.000 inspect.py:2712(__init__)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    0.000    0.000 cp1252.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        2    0.000    0.000    0.000    0.000 util.py:1(<module>)
       12    0.000    0.000    0.000    0.000 element.py:2068(_all_strings)
